location,industry,year,employment,business_counts,median_salary,median_salary_decile,uniqueness_score,uniqueness_decile,high_prob_lads_n,future_dev_prediction,business_counts_lq,employment_lq
wales,manufacture_textiles,2011.0,3300,150.0,17581.40625,1.0,-0.2689706875681986,4.0,0.0,*,0.7250951370369133,0.9290367594431582
wales,primary_fishing,2011.0,500,245.0,18004.210526315786,1.0,-2.199224421641146,0.0,7.0,*,1.1332906128676705,0.27130796213038355
wales,primary_forestry,2011.0,1300,245.0,22047.0,4.0,-1.0863553276077849,0.0,7.0,*,2.162642491474865,2.0321011468773564
wales,primary_oil_gas,2011.0,200,0.0,34773.789731051314,9.0,-0.04093603286768254,5.0,0.0,*,0.0,0.10426314104536223
wales,primary_quarrying_concrete,2011.0,2500,155.0,12926.066006600655,0.0,-1.1588084038402995,0.0,5.0,*,2.603042097047438,1.3564944633006475
wales,services_administrative,2011.0,10400,1990.0,19677.976047904187,2.0,0.394519504276184,7.0,12.0,*,0.8447173453873287,0.6765136089168916
wales,services_agricultural,2011.0,7900,1780.0,18016.451219512204,1.0,-1.3579941106278783,0.0,6.0,*,2.2468417727409022,1.21759522321061
wales,services_air_transport,2011.0,2500,120.0,28524.955974842767,7.0,0.31908524371338837,6.0,0.0,*,0.6492264890484415,0.29804893412544636
wales,services_computing,2011.0,14600,3465.0,32915.680000000015,8.0,1.2988760125648187,9.0,7.0,*,0.5943653624775761,0.3616201143516317
wales,services_consumer_retail,2011.0,175600,11110.0,12327.356237218808,0.0,-1.0417830001914477,1.0,8.0,*,1.4743394272786674,1.1360044636005677
wales,services_content,2011.0,2200,395.0,37762.90909090907,9.0,3.0146935316672274,9.0,1.0,*,0.5439865238710545,0.433004777038578
wales,services_creative,2011.0,5600,1460.0,23872.698412698406,5.0,0.8708243998052297,8.0,12.0,*,0.6231731719503569,0.6861468430912304
wales,services_cultural,2011.0,4400,45.0,21368.18181818182,3.0,0.44753694968483626,7.0,3.0,*,1.2350145490416333,1.0713310203252873
wales,services_education_post_primary,2011.0,43500,720.0,25849.699378881967,6.0,0.34641170316338515,7.0,1.0,*,0.9229428098652273,1.160839717961999
wales,services_education_primary,2011.0,78100,200.0,19484.03273809525,2.0,0.17032511151835605,6.0,0.0,*,0.5287738715229878,1.0900020165244173
wales,services_electronics_machinery,2011.0,2200,140.0,16619.0,1.0,0.19091280958019663,6.0,1.0,*,0.8459809554379147,1.1522959873768934
wales,services_energy,2011.0,7200,15.0,32551.8028169014,8.0,-0.3136733891125034,3.0,1.0,*,0.26872267787234516,1.5566057509502707
wales,services_entertainment,2011.0,20000,1215.0,17568.300448430487,1.0,-0.6638064635771653,2.0,0.0,*,1.5324806589603783,1.211136976566596
wales,services_environmental,2011.0,8800,360.0,24490.375,5.0,-1.021263777617911,1.0,0.0,*,1.38996795836253,1.2662616591833364
wales,services_facilities,2011.0,18400,520.0,11306.068702290075,0.0,-0.20395952513555884,4.0,1.0,*,0.8525046097114405,0.7192093916672129
wales,services_financial_legal,2011.0,32900,1260.0,28805.697329376835,7.0,2.2281046182513076,9.0,3.0,*,0.7803207148707437,0.7241963882420435
wales,services_health,2011.0,119000,2960.0,21234.626415094346,3.0,-0.40477428613288974,3.0,7.0,*,1.0217734181665052,1.1978106939286974
wales,services_hospitality,2011.0,52700,4235.0,10720.480808080812,0.0,-0.818921337899035,2.0,12.0,*,1.465465875320156,0.9877333030573265
wales,services_house_installation,2011.0,21600,3885.0,26130.764492753617,6.0,-0.9316900582558528,1.0,10.0,*,1.0712007786423168,1.0569960229127555
wales,services_human_resources,2011.0,24300,335.0,14867.420353982305,0.0,1.4161686341726503,9.0,1.0,*,0.4606737523177912,0.6570794498176329
wales,services_industrial_equipment,2011.0,11000,815.0,22360.213114754108,4.0,-0.5032323416373091,3.0,11.0,*,0.7594982798169625,0.7675747390234501
wales,services_insurance_finance,2011.0,15100,680.0,31950.707373271885,8.0,0.36555467525247837,7.0,3.0,*,0.733288397391022,0.673909521342385
wales,services_kibs,2011.0,10900,2780.0,29701.68181818181,7.0,1.3433982525675103,9.0,9.0,*,0.5031024709018203,0.43509763693691433
wales,services_land_transport,2011.0,3400,55.0,33283.07407407405,9.0,-0.14085216972795128,4.0,0.0,*,0.7706441187041919,0.5955508528109038
wales,services_logistics,2011.0,17200,1650.0,23303.602362204707,4.0,-1.508801275144456,0.0,0.0,*,1.3765450900813758,0.9501663952398366
wales,services_motor,2011.0,29500,4230.0,20751.507299270077,3.0,-0.9813276557913387,1.0,2.0,*,1.4358238174257194,0.9206503855408144
wales,services_passenger,2011.0,11900,705.0,23329.26699029125,4.0,-0.7553726371862166,2.0,2.0,*,1.524323093181528,1.1206182868627967
wales,services_printing,2011.0,5300,440.0,23372.61111111112,5.0,0.16114130344201397,5.0,9.0,*,1.02179754352858,1.0940127054081086
wales,services_professional,2011.0,4000,990.0,28077.66981132076,7.0,1.9095893733389182,9.0,8.0,*,0.6240337741702237,0.45704162140806165
wales,services_public_administration,2011.0,79100,205.0,27701.97318007662,6.0,-0.6280501669872985,3.0,11.0,*,1.2066264035659822,1.603663844426135
wales,services_publishing,2011.0,3200,215.0,25883.32608695653,6.0,1.2884270545305254,8.0,1.0,*,0.563944713259402,0.5271671297844663
wales,services_r_&_d,2011.0,1500,115.0,33861.0,9.0,0.44933732024465667,7.0,1.0,*,0.8559474167891213,0.2859104675008737
wales,services_real_state,2011.0,19600,3235.0,22441.926829268286,4.0,0.15837669502105498,5.0,0.0,*,0.8310919028660843,0.7907437451423022
wales,services_recreation,2011.0,24000,2155.0,14171.126614987088,0.0,-0.3868196910326265,3.0,18.0,*,1.018989523310542,0.8127296449614106
wales,services_residential,2011.0,89400,2005.0,14315.6875,0.0,-0.8595691648767637,2.0,2.0,*,1.2935053222245638,1.3008429076013601
wales,services_sea_transport,2011.0,2600,75.0,31835.0,8.0,-0.12550912871959652,4.0,2.0,*,1.2977989216525532,1.5083773189468461
wales,services_security,2011.0,5500,210.0,18902.0,1.0,0.1781856620602897,6.0,0.0,*,0.8204617930783303,0.6797323996917609
wales,services_telecommunications,2011.0,5500,160.0,32487.47027027026,8.0,0.8688641585658047,8.0,0.0,*,0.6350700525219776,0.6291367100135671
wales,services_textiles,2011.0,2100,185.0,18219.195121951223,1.0,0.4518075556013503,7.0,3.0,*,0.45951729372101713,0.6007219491851261
wales,services_travelling,2011.0,3200,170.0,18967.55555555556,2.0,0.788137652549281,8.0,1.0,*,0.7285315365297029,0.7722792301521035
wales,services_utilities,2011.0,11900,1870.0,29991.247524752478,8.0,-0.24442457748738997,4.0,14.0,*,0.7835552884104592,0.6450379583058491
wales,services_wholesale,2011.0,15600,2150.0,23966.308510638304,5.0,0.3130027144209962,6.0,12.0,*,0.7957956309401253,0.5780857052432472
wales,construction_construction,2012.0,33700,5140.0,27665.52038369304,6.0,-0.9094485689893869,1.0,1.0,*,1.3438690268700904,1.1323214466776985
wales,construction_infrastructure,2012.0,2200,675.0,23755.923076923078,4.0,-0.08844822814305074,4.0,0.0,*,0.9350517361680784,0.647494855473572
wales,manufacture_aerospace,2012.0,13100,90.0,35836.052631578954,9.0,0.07620389765543939,5.0,0.0,*,2.148530249824673,2.978021022160776
wales,manufacture_armaments,2012.0,600,0.0,32877.0,8.0,1.0214550818598023,8.0,0.0,*,0.0,1.0028915042442272
wales,manufacture_automotive,2012.0,9200,70.0,30423.02816901408,7.0,-0.7928823000610893,2.0,1.0,*,0.9398286180094547,1.5511380286965448
wales,manufacture_casting,2012.0,400,0.0,*,*,-0.06647481806356725,4.0,0.0,*,0.0,0.8519569390686813
wales,manufacture_chemical,2012.0,3500,65.0,30215.204545454544,7.0,-0.23778988585621272,4.0,2.0,*,0.8486063869488374,1.1637308308877545
wales,manufacture_electrical,2012.0,4000,30.0,24606.92647058825,5.0,0.038904808151023255,5.0,0.0,*,0.44241241165744605,1.2086855705877506
wales,manufacture_electronics,2012.0,6000,135.0,29412.64545454546,7.0,0.055393442085893356,5.0,0.0,*,0.7696927635778057,1.2197558068898542
wales,manufacture_food,2012.0,18800,535.0,20962.572289156615,2.0,-1.3223490224426657,0.0,10.0,*,1.5170908399335765,1.2556279997954838
wales,manufacture_footwear_leather,2012.0,500,15.0,*,*,1.4830950452894311,9.0,0.0,*,0.6625499884725038,1.1242787006187267
wales,manufacture_furniture,2012.0,9800,825.0,19981.5045045045,2.0,-1.1734490663238857,0.0,14.0,*,1.2291903778532518,1.2607050500215387
wales,manufacture_instruments,2012.0,3300,90.0,23697.0,4.0,-0.02918999190563581,4.0,1.0,*,1.263388565531499,1.574949752916287
wales,manufacture_light,2012.0,100,10.0,*,*,1.095176675330394,8.0,0.0,*,0.21395920064556673,0.37123477560808227
wales,manufacture_machinery_tools,2012.0,15100,1105.0,25672.86403508771,5.0,-1.311128702273371,0.0,15.0,*,1.1376651273422278,1.1041509219132737
wales,manufacture_materials,2012.0,1300,30.0,18405.0,1.0,0.3841041551904387,6.0,0.0,*,1.0171657425004321,0.985676709206738
wales,manufacture_metal_equipment,2012.0,10500,105.0,29847.85714285715,7.0,-0.8083015543069094,2.0,0.0,*,0.8597327760865594,1.5592645074212037
wales,manufacture_oils,2012.0,1600,20.0,33125.36842105261,8.0,0.7683692756626823,8.0,0.0,*,1.3380277815981296,0.9606820501335346
wales,manufacture_paper,2012.0,3700,10.0,26920.64000000001,6.0,0.5176523699734296,7.0,0.0,*,0.43401217599306413,1.8152691457595183
wales,manufacture_pesticides,2012.0,200,0.0,*,*,-2.1714183533302323,0.0,0.0,*,0.0,0.7356095338639836
wales,manufacture_pharmaceuticals,2012.0,3100,15.0,35687.0,9.0,2.233610245126843,9.0,0.0,*,1.6523837061904612,1.8378397647683562
wales,manufacture_plastics,2012.0,9500,285.0,21850.125,3.0,-1.0616189631231887,1.0,3.0,*,1.6399050375471096,1.5385117806581619
wales,manufacture_rubber,2012.0,2600,35.0,25697.589743589746,5.0,-0.35121376299020396,3.0,0.0,*,0.8060746711139025,1.6161421061460983
wales,manufacture_ships,2012.0,800,20.0,30841.4193548387,8.0,-0.5984344424030792,3.0,0.0,*,0.5420863542047758,0.4686275874070882
wales,manufacture_steel_metal,2012.0,3400,20.0,21822.5,3.0,-0.3723440319387264,3.0,0.0,*,0.40456592216462617,1.138800306089327
wales,manufacture_textiles,2012.0,2700,135.0,16830.18181818182,1.0,-0.17836494107867382,4.0,0.0,*,0.6413217675048188,0.7581771941388677
wales,primary_fishing,2012.0,1000,260.0,19778.0,2.0,-2.1130919113803865,0.0,7.0,*,1.18191714880975,0.5336866820864871
wales,primary_forestry,2012.0,2000,250.0,22928.0,3.0,-1.1116347680869152,1.0,7.0,*,2.168688292438461,3.1001526475678878
wales,primary_oil_gas,2012.0,200,0.0,35215.199017199,9.0,1.1143311488681167,8.0,0.0,*,0.0,0.10664287369923547
wales,primary_quarrying_concrete,2012.0,2500,155.0,12465.208469055382,0.0,-1.1722126897468035,0.0,5.0,*,2.558112681123981,1.3484313559446137
wales,services_administrative,2012.0,12100,1935.0,20308.178807947024,2.0,0.48973127080889145,7.0,12.0,*,0.8071937376668157,0.7836894207380234
wales,services_agricultural,2012.0,7200,1765.0,18586.202127659577,1.0,-1.307829658565954,0.0,6.0,*,2.1894532474527097,1.104935579122991
wales,services_air_transport,2012.0,1600,100.0,29069.625,7.0,0.5497361385276794,7.0,0.0,*,0.5316838442093751,0.19161923199900516
wales,services_computing,2012.0,16600,3530.0,33870.19099099097,9.0,1.4180507764937502,9.0,7.0,*,0.5950636717676727,0.408318991500391
wales,services_consumer_retail,2012.0,184600,10935.0,12633.096268023744,0.0,-1.0404048481331738,1.0,8.0,*,1.4260694854294185,1.1856311178888397
wales,services_content,2012.0,2000,390.0,34711.84444444444,9.0,3.083354108669036,9.0,1.0,*,0.527830074203239,0.4079551176682475
wales,services_creative,2012.0,3200,1645.0,26828.0,6.0,0.9402957792678742,8.0,12.0,*,0.6900177676924231,0.3965187357414247
wales,services_cultural,2012.0,3300,50.0,22209.11764705881,3.0,0.2881804404002193,6.0,3.0,*,1.3485530738820874,0.8142928810570814
wales,services_education_post_primary,2012.0,47700,740.0,26274.542372881362,5.0,0.4409996173255243,7.0,1.0,*,0.9322072860679538,1.2645133493786342
wales,services_education_primary,2012.0,76200,190.0,19864.270906949354,2.0,0.19411536487105338,6.0,0.0,*,0.4936646972932381,1.0564039817189594
wales,services_electronics_machinery,2012.0,1300,140.0,17900.0,1.0,0.27651047919416255,6.0,1.0,*,0.8313790286180194,0.6720095806847328
wales,services_energy,2012.0,7100,55.0,33248.772058823524,8.0,-0.34455102639455776,3.0,1.0,*,0.9683095787881202,1.5062340386215562
wales,services_entertainment,2012.0,19400,1215.0,18202.46411483252,1.0,-0.6877876168785444,2.0,0.0,*,1.5060295074407075,1.1680456676798403
wales,services_environmental,2012.0,10800,400.0,25920.538461538454,5.0,-1.017646930297201,1.0,0.0,*,1.5177518064884026,1.5515970568721231
wales,services_facilities,2012.0,18400,570.0,10970.611111111117,0.0,0.004414630161124394,5.0,1.0,*,0.9183468210263814,0.7161889377644176
wales,services_financial_legal,2012.0,26700,1255.0,28919.592,6.0,2.166382973324159,9.0,3.0,*,0.7638090428246883,0.5825447086875067
wales,services_health,2012.0,116600,3235.0,21578.382282137696,3.0,-0.35295223227338224,3.0,7.0,*,1.0974270305123115,1.1657228142578453
wales,services_hospitality,2012.0,59400,4395.0,10911.953722334003,0.0,-0.8164977132238477,2.0,12.0,*,1.4945816768229292,1.1055447648845294
wales,services_house_installation,2012.0,18400,4055.0,26680.17254901961,5.0,-0.9132504677473677,1.0,10.0,*,1.0987760739597592,0.8950215383700368
wales,services_human_resources,2012.0,22100,360.0,15414.439655172411,0.0,1.4188332065653173,9.0,1.0,*,0.48650761335144094,0.5929832309202177
wales,services_industrial_equipment,2012.0,8700,885.0,22937.694915254247,4.0,-0.42432665797838337,3.0,11.0,*,0.8104961112364885,0.6071736570538989
wales,services_insurance_finance,2012.0,14500,725.0,31621.467661691553,8.0,0.4715433829062406,7.0,3.0,*,0.7683204382800372,0.6428973416584569
wales,services_kibs,2012.0,8400,2895.0,30065.995594713648,7.0,1.3355769273920541,9.0,9.0,*,0.5148713205497958,0.3323960234295275
wales,services_land_transport,2012.0,3600,65.0,34295.212962962956,9.0,-0.021268972191893106,4.0,0.0,*,0.8950411741864999,0.6223729879756758
wales,services_logistics,2012.0,15500,1600.0,23775.97368421052,4.0,-1.4650356183544835,0.0,0.0,*,1.3117919427432643,0.8479660389068148
wales,services_motor,2012.0,34900,4320.0,21187.746924428808,2.0,-0.9786494716185827,1.0,2.0,*,1.4410631456235143,1.0803619221356424
wales,services_passenger,2012.0,9600,715.0,23942.95631067961,4.0,-0.6514747838664389,2.0,2.0,*,1.5192611518145933,0.8972752646154897
wales,services_printing,2012.0,4300,425.0,23581.470588235297,4.0,0.14730671148164476,5.0,9.0,*,0.9699282009463104,0.8663026812051736
wales,services_professional,2012.0,4300,1045.0,29155.758620689634,7.0,1.862955651477136,9.0,8.0,*,0.6473328850787247,0.4877562192146234
wales,services_public_administration,2012.0,80200,245.0,28448.147286821702,6.0,-0.726002052989895,2.0,11.0,*,1.4171751440482088,1.6151277026738653
wales,services_publishing,2012.0,3300,235.0,25898.0588235294,5.0,1.2014767831146533,8.0,1.0,*,0.6057653263649083,0.5358638685105984
wales,services_r_&_d,2012.0,2300,105.0,34578.0,9.0,0.41558274863670536,7.0,1.0,*,0.7680279466373264,0.4351742604103
wales,services_real_state,2012.0,20200,3170.0,22847.714285714275,3.0,0.15304203430793273,5.0,0.0,*,0.8003362853646262,0.8097105424613593
wales,services_recreation,2012.0,29600,2140.0,13754.80307692307,0.0,-0.30807537556409215,3.0,18.0,*,0.9944310967457807,0.9943156449002277
wales,services_residential,2012.0,89300,2070.0,14465.872444011684,0.0,-0.8178135987738989,2.0,2.0,*,1.3123892592482578,1.2904459239791053
wales,services_sea_transport,2012.0,2200,80.0,28878.74074074074,6.0,0.02811543775413887,5.0,2.0,*,1.3604250228276082,1.30691636870138
wales,services_security,2012.0,5000,210.0,19992.0,2.0,0.2030308530675092,6.0,0.0,*,0.8063003359154463,0.6058876877173869
wales,services_telecommunications,2012.0,7600,180.0,32512.021052631582,8.0,0.8607006297742129,8.0,0.0,*,0.7021220867601107,0.8625434777220551
wales,services_textiles,2012.0,2300,200.0,19027.261904761897,1.0,0.30356151027315986,6.0,3.0,*,0.48820093481821947,0.6554296114089126
wales,services_travelling,2012.0,2700,180.0,18996.661016949158,1.0,0.6603426393585861,7.0,1.0,*,0.7580719352214185,0.6456772973180853
wales,services_utilities,2012.0,12400,1935.0,30760.032362459566,8.0,-0.2800568464066456,4.0,14.0,*,0.7967966286336366,0.6686886385187617
wales,services_wholesale,2012.0,17000,2200.0,23717.30232558139,4.0,0.321283372657959,6.0,12.0,*,0.8002473603606467,0.6259223284562268
wales,construction_construction,2013.0,34600,4895.0,27586.019277108437,6.0,-0.8533797102109751,1.0,1.0,*,1.291984785437207,1.1524712034250777
wales,construction_infrastructure,2013.0,2500,725.0,23369.333333333318,3.0,-0.06791022102522752,4.0,0.0,*,1.0138664508808146,0.7296069624824268
wales,manufacture_aerospace,2013.0,12500,105.0,37082.0,9.0,0.10541148703758728,5.0,0.0,*,2.53045803830444,2.807896105559857
wales,manufacture_armaments,2013.0,500,0.0,33776.0,8.0,1.6022081634550134,9.0,0.0,*,0.0,0.9689083788887034
wales,manufacture_automotive,2013.0,10500,75.0,31062.647435897452,8.0,-0.5922358563327581,3.0,1.0,*,1.016536006577093,1.7447672095012525
wales,manufacture_casting,2013.0,500,0.0,*,*,0.21534375094159436,6.0,0.0,*,0.0,1.0426182331019436
wales,manufacture_chemical,2013.0,3400,70.0,29006.754716981133,6.0,-0.16368835907602353,4.0,2.0,*,0.9225753723661118,1.1306609853088236
wales,manufacture_electrical,2013.0,4400,35.0,24140.804597701164,4.0,0.07650706281311076,5.0,0.0,*,0.521056682080968,1.3229919677268513
wales,manufacture_electronics,2013.0,6000,110.0,30719.66379310343,7.0,0.17326164910526798,5.0,0.0,*,0.6331216982140099,1.2093324074347014
wales,manufacture_food,2013.0,19800,580.0,21449.880341880358,2.0,-1.2400031791290926,0.0,10.0,*,1.660338641074414,1.307128224470223
wales,manufacture_footwear_leather,2013.0,200,10.0,*,*,1.4970404393819114,9.0,0.0,*,0.4459008183439616,0.5300158117398419
wales,manufacture_furniture,2013.0,10500,760.0,20439.128205128203,2.0,-1.1802167876682175,0.0,14.0,*,1.1431143412580993,1.342199139996233
wales,manufacture_instruments,2013.0,3100,95.0,23838.84615384617,4.0,0.118745823675853,5.0,1.0,*,1.3462599170011265,1.4609911405193579
wales,manufacture_light,2013.0,100,10.0,*,*,1.123603981415631,8.0,0.0,*,0.2159940781525742,0.38072406129057546
wales,manufacture_machinery_tools,2013.0,14200,1135.0,26139.92156862746,5.0,-1.2502886572629779,0.0,15.0,*,1.1796655780251715,1.032271960795258
wales,manufacture_materials,2013.0,1500,15.0,25594.5,5.0,0.3944769825274783,7.0,0.0,*,0.5134197926914712,1.1606813595749241
wales,manufacture_metal_equipment,2013.0,11300,105.0,30026.37951807228,7.0,-0.720066832738942,2.0,0.0,*,0.8679093391080005,1.6543949428557563
wales,manufacture_oils,2013.0,2500,10.0,30823.675675675695,7.0,0.9346145366013804,8.0,0.0,*,0.6753766053453663,1.5581709226785398
wales,manufacture_paper,2013.0,3900,0.0,27592.761904761897,6.0,0.4691880647320108,7.0,0.0,*,0.0,1.8970275271517387
wales,manufacture_pesticides,2013.0,300,0.0,*,*,-2.6700024291130897,0.0,0.0,*,0.0,0.8450767642622732
wales,manufacture_pharmaceuticals,2013.0,2800,5.0,36764.0,9.0,2.34548007423632,9.0,0.0,*,0.556032948175904,1.6393061593351208
wales,manufacture_plastics,2013.0,9500,270.0,22344.717557251915,3.0,-0.8442743750373151,1.0,3.0,*,1.5683698387189433,1.5335215502681272
wales,manufacture_rubber,2013.0,2400,25.0,25489.871794871808,5.0,-0.2395239604285153,4.0,0.0,*,0.5812435100579348,1.499032842002605
wales,manufacture_ships,2013.0,700,30.0,31859.764705882364,8.0,-0.6711310495306152,2.0,0.0,*,0.8208628701332019,0.40110640398770886
wales,manufacture_steel_metal,2013.0,3200,30.0,21965.62962962962,2.0,-0.16880818443154008,4.0,0.0,*,0.6126203721053101,1.0797572125727344
wales,manufacture_textiles,2013.0,3500,145.0,17990.481481481478,1.0,-0.33449923950899413,3.0,0.0,*,0.6953782332487362,0.9902427795997899
wales,primary_fishing,2013.0,1000,260.0,19205.0,1.0,-1.9779691078330182,0.0,7.0,*,1.1931578742097455,0.5282524558611574
wales,primary_forestry,2013.0,2100,250.0,25213.0,4.0,-1.159248922073548,0.0,7.0,*,2.189313790256168,3.2637923589021587
wales,primary_oil_gas,2013.0,200,0.0,35117.41189931348,9.0,-0.17151172382668156,4.0,0.0,*,0.0,0.10077532256525717
wales,primary_quarrying_concrete,2013.0,2700,140.0,12453.240740740735,0.0,-1.0567467492548088,1.0,5.0,*,2.3325281075104707,1.4218207583237985
wales,services_administrative,2013.0,9700,1850.0,20831.39655172413,2.0,0.5952773747802257,7.0,12.0,*,0.7790752732221009,0.6253401292568401
wales,services_agricultural,2013.0,6500,1740.0,18304.903225806444,1.0,-1.3124357615179927,0.0,6.0,*,2.178969203389039,0.9946195838600345
wales,services_air_transport,2013.0,1700,100.0,29880.808917197442,7.0,0.3904611863828329,7.0,0.0,*,0.5367404694545458,0.19684787563364103
wales,services_computing,2013.0,16800,3615.0,33324.80919931856,8.0,1.4461883623009362,9.0,7.0,*,0.615188079606575,0.4105366879190037
wales,services_consumer_retail,2013.0,172200,10450.0,13196.05278592376,0.0,-1.0033527261755504,1.0,8.0,*,1.3757802411482167,1.0962035409833666
wales,services_content,2013.0,1900,465.0,36756.0,9.0,2.826369524571611,9.0,1.0,*,0.6353212108802194,0.38148155686537827
wales,services_creative,2013.0,6100,1710.0,23406.655737704932,3.0,0.7875977837263338,8.0,12.0,*,0.7241046886586069,0.7387153984191378
wales,services_cultural,2013.0,4000,45.0,20420.72727272728,2.0,0.2122527874976358,6.0,3.0,*,1.2252407442106201,0.9620729598609894
wales,services_education_post_primary,2013.0,49400,745.0,26538.921760391207,5.0,0.37024507067811574,7.0,1.0,*,0.9474317263834946,1.2973835641737033
wales,services_education_primary,2013.0,77600,160.0,20009.469976905322,1.0,0.18276231272614576,6.0,0.0,*,0.4196713584413756,1.0655288720313445
wales,services_electronics_machinery,2013.0,2000,140.0,18229.0,1.0,0.11744938657587026,5.0,1.0,*,0.8392859308686733,1.050115839996703
wales,services_energy,2013.0,7100,65.0,35360.30434782608,9.0,-0.8162418222354578,2.0,1.0,*,1.1552494565118108,1.4940621881378096
wales,services_entertainment,2013.0,19100,1140.0,16993.4356846473,1.0,-0.693552260864264,2.0,0.0,*,1.426503797453225,1.1416017339635682
wales,services_environmental,2013.0,10200,425.0,27108.85057471263,6.0,-0.8644862147699911,1.0,0.0,*,1.627948173764422,1.440499453135419
wales,services_facilities,2013.0,18100,555.0,11747.701030927828,0.0,0.044273555595067515,5.0,1.0,*,0.9026839738404586,0.6961712001413904
wales,services_financial_legal,2013.0,31600,1255.0,29693.732189973594,7.0,2.316951841494514,9.0,3.0,*,0.7710733148737673,0.6841236062815245
wales,services_health,2013.0,120100,3240.0,22069.963628199363,3.0,-0.3294336849932025,3.0,7.0,*,1.109576514761597,1.1891597912039802
wales,services_hospitality,2013.0,66800,4465.0,11374.811594202904,0.0,-0.8355507626164173,2.0,12.0,*,1.5328269062428646,1.2318394439181868
wales,services_house_installation,2013.0,18700,3930.0,26527.945833333317,5.0,-0.8238581279237674,2.0,10.0,*,1.0750329199361723,0.8979497313847575
wales,services_human_resources,2013.0,22000,345.0,16004.306569343065,0.0,1.4910956299757034,9.0,1.0,*,0.47067064505149553,0.5860337872874322
wales,services_industrial_equipment,2013.0,9600,950.0,24021.753138075306,4.0,-0.25111678264690424,3.0,11.0,*,0.8782985135121368,0.6581261250246582
